question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
GEO-0417,JAMB,Geography,International Trade,British foreign investment,medium,2018,,British foreign investments are concentrated in,,EU countries,Commonwealth countries,Developed countries,Commonwealth Nations,B,British foreign investments are heavily concentrated in Commonwealth countries.,jamb|2018,past-question,active
GEO-0418,JAMB,Geography,Population,Population distribution,medium,2018,,The two most important factors which account for the pattern of population distribution in West Africa are,,Economic prosperity and regional migration,Economic prosperity and favourable physical conditions,Favourable physical conditions and human inertia,Historical antecedence and regional migration,B,Economic prosperity and favourable physical conditions are the two most important factors shaping population distribution patterns in West Africa.,jamb|2018,past-question,active
GEO-0419,JAMB,Geography,Population,Irrigation and population density,medium,2018,,A desert country which has a high population density supported by irrigation is___________,,Niger,Egypt,Sudan,Kuwait,B,"Egypt, though largely desert, has a high population density supported by irrigation from the Nile.",jamb|2018,past-question,active
GEO-0420,JAMB,Geography,Relief and Drainage,Volcanic regions of Africa,medium,2018,,The greatest volcanic regions of Africa are found in,,The maghrib,Kenya and Tanzania,The camerouns,Sudan and Ethiopia,B,"Kenya and Tanzania are home to some of Africa's greatest volcanic regions (e.g. Kilimanjaro, Mount Kenya).",jamb|2018,past-question,active
GEO-0421,JAMB,Geography,Relief and Drainage,Orogeny,medium,2018,,A type of land-form that is associated with large scale orogeny is a,,Fold mountain,Residual mountain,Block mountain,Volcanic mountain,A,Fold mountains are the landform associated with large-scale orogeny (mountain-building).,jamb|2018,past-question,active
GEO-0422,JAMB,Geography,Map Reading and Interpretation,Time and longitude,medium,2018,,"If the time in New York (75°W) is 5.00pm, The time in Nigeria(15°E) will be",,9.00pm,9.00am,11.00pm,11.00am,C,Longitude difference = 75+15 = 90 degrees = 6 hours; Nigeria (east of New York) is ahead: 5pm + 6h = 11pm.,jamb|2018,past-question,active
GEO-0423,JAMB,Geography,Industry,World industrial powers,medium,2018,,One of the leading industrial nations of the world ranking second in manufacturing output after the USA is__________,,Germany,Britain,Japan,Russia,C,"Japan ranks as one of the leading industrial nations, historically second to the USA in manufacturing output.",jamb|2018,past-question,active
GEO-0424,JAMB,Geography,Practical Geography,Surveying instruments,medium,2018,,An instrument used for setting out right angle in surveying a parcel of land is,,Measuring rod,Abney level,A ranging pole,An optical square,D,An optical square is used to set out right angles when surveying a parcel of land.,jamb|2018,past-question,active
GEO-0425,JAMB,Geography,Basic Economic Concepts,Food security,medium,2018,,The lack of access to food in some parts of the world emanates from,,Educational inequality,Poor transport system,Economic inequality,Low development of natural resources,C,Lack of access to food in parts of the world largely stems from economic inequality.,jamb|2018,past-question,active
GEO-0426,JAMB,Geography,Basic Economic Concepts,The Solar System,medium,2018,,How long does it take the mercury to make a complete revolution?,,62 days,225 days,365 days,88 days,D,Mercury takes about 88 days to complete one revolution around the sun.,jamb|2018,past-question,active
GEO-0427,JAMB,Geography,Weathering and Erosion,Desert landforms,medium,2018,,The plains formed when the slopes of mountains are worn back in arid and semi-arid regions my mechanical weathering is called_______,,Alluvial plains,Outwash plains,Pediplains,Savanna plains,C,Pediplains form when mountain slopes are worn back by mechanical weathering in arid and semi-arid regions.,jamb|2018,past-question,active
GEO-0428,JAMB,Geography,Rocks and Minerals,Intrusive and extrusive features,medium,2018,,All the following are examples of intrusive volcanic features except____________,,dykes,sills,laccolith,lava plateaux,D,"Lava plateaux are extrusive (surface) volcanic features, unlike the intrusive features dykes, sills, and laccoliths.",jamb|2018,past-question,active
GEO-0429,JAMB,Geography,Map Reading and Interpretation,Circles of latitude,medium,2018,,Latitude 66 and half marks the____________,,antarctic circle,arctic circle,tropic of cancer,tropic of capricorn,B,Latitude 66.5 degrees marks the Arctic Circle.,jamb|2018,past-question,active
GEO-0430,JAMB,Geography,Transportation,Port types,medium,2018,,'It is a port that specializes in receiving and redistributing goods to the neighboring countries'. Which of the following ports is described in the preceding statement?,,Ferry port,outport,Entreport,River port,C,An entreport is a port specializing in receiving and redistributing goods to neighbouring countries.,jamb|2018,past-question,active
GEO-0431,JAMB,Geography,Relief and Drainage,Groundwater,medium,2018,,A well will always contain water if its dug_________,,Below the Earth's basin,To reach sand bearing water,Above the water table,Below the water table,D,A well will always contain water if dug below the water table.,jamb|2018,past-question,active
GEO-0432,JAMB,Geography,Basic Economic Concepts,Eclipses,medium,2018,,When the moon comes in between the earth and the sun________,,eclipse of the moon occurs,a solar eclipse occurs,the length of the day varies,the length of the day increases,B,"When the moon passes between the Earth and the sun, a solar eclipse occurs.",jamb|2018,past-question,active
GEO-0433,JAMB,Geography,Map Reading and Interpretation,Isolines,medium,2018,,Lines joining places with same mean annual rainfall are called___________,,isohyets,isohels,isohalines,isotherms,A,Isohyets are lines joining places with the same mean annual rainfall.,jamb|2018,past-question,active
GEO-0434,JAMB,Geography,Weather and Climate,Climate classification,medium,2018,,What type of climate has the station___________,,Cool Temperature,Warm temperature,Mediterranean,Cold temperature,A,"Using the same station data (cold winters, mild summers, year-round precipitation), the climate is cool temperate.",jamb|2018,past-question,active
GEO-0435,JAMB,Geography,Weathering and Erosion,Mass movement,medium,2018,,Which of the following is not a form of mass movement?,,landslide,earthquake,rockslide,talus creep,B,"An earthquake is a seismic event, not a form of mass movement like landslides, rockslides, or talus creep.",jamb|2018,past-question,active
GEO-0436,JAMB,Geography,Rocks and Minerals,Structure of the Earth,medium,2018,,The innermost section of the Earth is the__________,,crust,mantle,core,sial,C,The core is the innermost section of the Earth.,jamb|2018,past-question,active
GEO-0437,JAMB,Geography,Map Reading and Interpretation,Isolines,medium,2018,,A line joining places having an equal degree of cloudiness is an___________,,isoneph,isohyet,isobar,isotherm,A,An isoneph is a line joining places with an equal degree of cloudiness.,jamb|2018,past-question,active
GEO-0438,JAMB,Geography,Basic Economic Concepts,Shape of the Earth,medium,2018,,Which of the following is not a proof to show that the earth is spherical in shape?,,sunrise and sunset,ships visibility,lunar eclipse,twilight and dawn,D,"Twilight and dawn relate to atmospheric light scattering, not direct proof of the Earth's spherical shape, unlike sunrise/sunset patterns, ship visibility, and lunar eclipse shadows.",jamb|2018,past-question,active
GEO-0439,JAMB,Geography,Agriculture,Plantation agriculture,medium,2018,,The system of cultivation of tropical commercial crops estates is known as____________,,strip cultivation,plantation agriculture,mixed cropping,intensive farming,B,Cultivating tropical commercial crops on large estates is plantation agriculture.,jamb|2018,past-question,active
GEO-0440,JAMB,Geography,Weather and Climate,Weather instruments,medium,2018,,A mercury barometer is used for measuring_________,,wind speed,atmospheric pressure,sunshine,temperature,B,A mercury barometer is used to measure atmospheric pressure.,jamb|2018,past-question,active
GEO-0441,JAMB,Geography,Oceanography,Tides,medium,2018,,The difference between high tide and low tide is referred to as__________,,tidal gauge,tidal height,tidal range,tidal flow,C,The difference between high tide and low tide is called the tidal range.,jamb|2018,past-question,active
GEO-0442,JAMB,Geography,Map Reading and Interpretation,Time and longitude,medium,2018,,"If the time at the Greenwich Meridian is 11.00am, what would the local time be at a place 750W?",,6.00 pm,5.00 pm,6:30 am,6:00 am,D,Longitude difference = 75/15 = 5 hours; a place 75W is behind Greenwich: 11am - 5h = 6:00am.,jamb|2018,past-question,active
GEO-0443,JAMB,Geography,Map Reading and Interpretation,Isolines,medium,2018,,Lines joining places of equal sunshine duration on maps are__________,,Isohel,Isoneph,Isohyet,Isohert,A,Isohels are lines joining places of equal sunshine duration.,jamb|2018,past-question,active
GEO-0444,JAMB,Geography,Relief and Drainage,River transport processes,medium,2018,,A river transport its load through the following processes except_________,,solution,plucking,traction,suspension,B,"Plucking is an erosional process, not a river transport process, unlike solution, traction, and suspension.",jamb|2018,past-question,active
GEO-0445,JAMB,Geography,Weathering and Erosion,Chemical weathering,medium,2018,,A form of chemical weathering is__________,,fragmentation,exfoilation,carbonation,shattering,C,Carbonation is a form of chemical weathering.,jamb|2018,past-question,active
GEO-0446,JAMB,Geography,Basic Economic Concepts,The Solar System,medium,2018,,The Farthest planet from the sun in the solar system is_______,,pluto,earth,saturn,mercury,A,Pluto (treated here as the farthest planet per the era's classification) lies farthest from the sun among the given options.,jamb|2018,past-question,active
GEO-0447,JAMB,Geography,Oceanography,Oceans of the world,medium,2018,,The ocean that connects Europe and America is the__________,,Indian ocean,Antarctic ocean,Atlantic ocean,Artic ocean,C,The Atlantic Ocean connects Europe and America.,jamb|2018,past-question,active
GEO-0448,JAMB,Geography,Soils,Organic soil components,medium,2018,,Organic components of the soil include all the following except_______,,Micro organisms,Humus,Rock pedestal,Animal remains,C,"A rock pedestal is a geomorphological feature, not an organic soil component, unlike micro-organisms, humus, and animal remains.",jamb|2018,past-question,active
GEO-0449,JAMB,Geography,Weather and Climate,Tropical storms,medium,2018,,Which of the following winds affects the West Indian Islands of the Caribbean?,,Territorial,mistral,chinook,hurricane,D,Hurricanes are the winds that affect the West Indian Islands of the Caribbean.,jamb|2018,past-question,active
GEO-0450,JAMB,Geography,Weathering and Erosion,Exfoliation,medium,2018,,The peeling off of surface layers of a rounded boulders during mechanical weathering is called________,,Rock fragmentation,Solifluction,Exfoliation,Weathering,C,Exfoliation is the peeling off of surface layers of rounded boulders during mechanical weathering.,jamb|2018,past-question,active
GEO-0451,JAMB,Geography,Natural Resources,Determinants of resource availability,medium,2018,,One of the following does not determine the availability of resources in a country____________,,Evolution,Emigration,Population,Morbidity,D,"Morbidity (illness rates) does not directly determine a country's resource availability, unlike population, emigration, and technological evolution.",jamb|2018,past-question,active
GEO-0452,JAMB,Geography,Transportation,Road transport,medium,2018,,'It is universal and can reach almost every where'. Which transport mode is being referred to ?,,ocean,railway,road,ropeways,C,Road transport is universal and can reach almost anywhere.,jamb|2018,past-question,active
GEO-0453,JAMB,Geography,Vegetation,Environmental hazards,medium,2018,,All the following are environmental hazards except___________,,flooding,vulcanicity,afforestation,deforestation,C,"Afforestation is a restorative practice, not an environmental hazard like flooding, vulcanicity, or deforestation.",jamb|2018,past-question,active
GEO-0454,JAMB,Geography,Weather and Climate,Atmosphere,medium,2018,,The earth is enveloped by a mixture of gases referred to as the___________,,biosphere,lithosphere,mesosphere,atmosphere,D,The Earth is enveloped by a mixture of gases known as the atmosphere.,jamb|2018,past-question,active
GEO-0455,JAMB,Geography,Weathering and Erosion,Wind deflation features,medium,2018,,One of the following is associated with wind deflation in arid region_________,,Barchan,Yardang,Rock pedestals,Oasis,C,Rock pedestals are formed by differential wind deflation (erosion) in arid regions.,jamb|2018,past-question,active
GEO-0456,JAMB,Geography,Map Reading and Interpretation,Statistical maps,medium,2019,,The most suitable statistical diagram to show spatial distribution of production is the,,dot map,pie chart,divided circle,line graph,A,A dot map is the most suitable statistical diagram for showing spatial distribution of production.,jamb|2019,past-question,active
GEO-0457,JAMB,Geography,Weather and Climate,Elements and controls of climate,medium,2019,,The variable which is both a control and an element of weather and climate is,,Temperature,Rainfall,Air mass,Wind,A,Temperature acts both as an element of weather/climate and as a control influencing other elements.,jamb|2019,past-question,active
GEO-0458,JAMB,Geography,Weather and Climate,Climate of the Horn of Africa,medium,2019,,The relative dryness of the Horn Africa is due to,,The dominance of cold currents in the region,The shape and direction of the shoreline,Its closeness to the high ranges of East Africa,The distance from the belt of tropical cyclones,A,The relative dryness of the Horn of Africa is due to the dominance of cold currents along its coast.,jamb|2019,past-question,active
GEO-0459,JAMB,Geography,Vegetation,Savannah vegetation,medium,2019,,The development of a climax vegetation in the Savannah belt of Nigeria is disturbed mainly by,,Lumbering,Mining,Animal Grazing,Bush burning,D,Bush burning is the main disturbance preventing climax vegetation from developing in Nigeria's savannah belt.,jamb|2019,past-question,active
GEO-0460,JAMB,Geography,Population,Population of African cities,medium,2019,,The most densely populated city which is also the capital of a country in Africa is,,Abuja,Dakar,Cairo,Cape Town,C,"Cairo, Egypt's capital, is the most densely populated capital city in Africa.",jamb|2019,past-question,active
GEO-0461,JAMB,Geography,Rocks and Minerals,Mineral resources of Africa,medium,2019,,A country well known for the production of Copper in Africa is,,Zambia,Republic of Benin,Ghana,Egypt,A,Zambia is well known for copper production in Africa.,jamb|2019,past-question,active
GEO-0462,JAMB,Geography,Agriculture,Highland agriculture in Nigeria,medium,2019,,The areas in Nigeria where temperate crops may be grown include,,Jos Plateau and Mambilla Plateau,Mandara Mountains and Biu Plateau,Oban Hills and Yoruba Highlands,Apata Hills and Effon Ridge,A,Temperate crops can be grown on Nigeria's Jos Plateau and Mambilla Plateau due to their cooler high-altitude climate.,jamb|2019,past-question,active
GEO-0463,JAMB,Geography,Natural Resources,Capital intensity of economic sectors,medium,2019,,The most capital-intensive sector of Nigeria economy to day is,,Transportation,Trading,Agriculture,Mining,D,Mining (notably oil and gas extraction) is the most capital-intensive sector of Nigeria's economy today.,jamb|2019,past-question,active
GEO-0464,JAMB,Geography,Relief and Drainage,Fold mountains of Africa,medium,2019,,Examples of fold mountains in Africa are,,Cape Ranges and Atlas Mountains,Drakensberg Mountains and Mount Cameroun,Atlas Mountains and Mount Kenya,Mount Kilimanjaro and Atlas Mountains,A,The Cape Ranges and Atlas Mountains are examples of fold mountains in Africa.,jamb|2019,past-question,active
GEO-0465,JAMB,Geography,Relief and Drainage,Cuesta landforms,medium,2019,,A good example of cuesta landscape in Nigeria is,,North Central Highlands,Biu plateau,Yoruba Hills,Udi hills,D,The Udi Hills (Enugu escarpment) are a good example of a cuesta landscape in Nigeria.,jamb|2019,past-question,active
GEO-0466,JAMB,Geography,Vegetation,Grassland types,medium,2019,,The prairies of North America are,,montane grasslands,temperate grasslands,tropical grasslands,savannah,B,The Prairies of North America are temperate grasslands.,jamb|2019,past-question,active
GEO-0467,JAMB,Geography,Relief and Drainage,Rift valley lakes,medium,2019,,Lakes kivu and Malawi are related in that they,,lie in the Northern hemisphere,attract a large number of tourists,are rift valley lakes,are crater lakes,C,Lake Kivu and Lake Malawi are related in that both are rift valley lakes.,jamb|2019,past-question,active
GEO-0468,JAMB,Geography,Industry,Automobile industry in West Africa,medium,2019,,Automobile Industries that are essentially assembly plants are found in,,North East USA,South Africa,West Africa,Western Europe,C,Automobile industries in West Africa are largely assembly plants rather than full manufacturing operations.,jamb|2019,past-question,active
GEO-0469,JAMB,Geography,Petroleum Economics,Petroleum trade agreements,medium,2019,,Nigeria recently entered into trade agreements in petroleum products and gas with,,most countries of North Africa,all West African countries,all African countries,some West African countries,D,Nigeria has recently entered petroleum and gas trade agreements with some West African countries (e.g. the West African Gas Pipeline).,jamb|2019,past-question,active
GEO-0470,JAMB,Geography,Vegetation,Hardwood timber uses,medium,2019,,The group of hardwoods that are suitable for railway sleepers in Nigeria is,,"pine, fir and mahogamy","mahogamy, obeche and iroko","gmelina, teak and spruce","obeche, mahogamy and pine",B,"Mahogany, obeche, and iroko are the hardwoods suitable for railway sleepers in Nigeria.",jamb|2019,past-question,active
GEO-0471,JAMB,Geography,Population,Sex ratio,medium,2019,,The sex ratio of any population may be affected by,,mortality,migration,morbidity,fertility,B,Migration can affect a population's sex ratio through selective gender movement.,jamb|2019,past-question,active
GEO-0472,JAMB,Geography,Rocks and Minerals,Igneous rocks,medium,2019,,"An igneous rock with distinct grains of mica, fieldspar and quartz is",,schist,basalt,granite,rhyolite,C,"Granite is an igneous rock with distinct grains of mica, feldspar, and quartz.",jamb|2019,past-question,active
GEO-0473,JAMB,Geography,Relief and Drainage,Glacial landforms,medium,2019,,An example of a landform produced by glaciation is,,horizon,an ox-bow lake,a cirque,a sand-dune,C,A cirque is a landform produced by glaciation.,jamb|2019,past-question,active
GEO-0474,JAMB,Geography,Weather and Climate,Weather instruments,medium,2019,,The Stevenson's screen is raised about one meter above the ground in order to avoid,,the influence of strong winds,the heat from the ground,the effects of nearby trees,rain drops entering it,B,The Stevenson's screen is raised about one metre above ground to avoid heat radiating from the ground surface.,jamb|2019,past-question,active
GEO-0475,JAMB,Geography,Practical Geography,Surveying techniques,medium,2019,,"In surveying, it is best dealt with by",,using abney level,removing them,laying offsets,avoiding them,C,"In surveying, obstacles are best dealt with by laying offsets around them.",jamb|2019,past-question,active
GEO-0476,JAMB,Geography,Settlement Geography,Conurbation,medium,2019,,The merging together of a number of urban settlements will produce a,,Suburb,Nucleated settlement,Linear settlement,Conurbation,D,The merging together of several urban settlements produces a conurbation.,jamb|2019,past-question,active
GEO-0477,JAMB,Geography,Agriculture,World cocoa production,medium,2019,,The world leading producer of cocoa is,,Nigeria,Ecuador,Ghana,Brazil,C,Ghana is a leading world producer of cocoa.,jamb|2019,past-question,active
GEO-0478,JAMB,Geography,Transportation,Port and airport cities,medium,2019,,Which of the following pairs of cities have both seaport and international airport?,,Kampala and Mombasa,Lagos and San Francisco,Rio de Janeiro and Johannesburg,New York and Warri,B,Lagos and San Francisco both have a seaport and an international airport.,jamb|2019,past-question,active
GEO-0479,JAMB,Geography,Soils,Humification,medium,2019,,The process by which organic matter is decomposed and synthesized to form part of the soil is known as,,mineralization,nitrification,humification,laterization,C,Humification is the process by which organic matter is decomposed and synthesized into soil.,jamb|2019,past-question,active
GEO-0480,JAMB,Geography,Map Reading and Interpretation,Time zones and longitude,medium,2019,,"If the standard time of a country is GMT + 1hr, which longitude's local time is adopted by the country?",,15°W,60°W,15°E,60°E,C,A standard time of GMT+1hr corresponds to longitude 15E (1 hour = 15 degrees).,jamb|2019,past-question,active
GEO-0481,JAMB,Geography,Settlement Geography,Rural settlement hierarchy,medium,2019,,The highest category of rural settlement is the,,Homestead,Hut,Hamlet,Village,D,"The village is the highest category of rural settlement, above the hamlet and homestead.",jamb|2019,past-question,active
GEO-0482,JAMB,Geography,Weather and Climate,Greenhouse gases,medium,2019,,The most common greenhouse gas in the atmosphere is,,hydrogen bromide,carbon (iv) oxide,chlorofluorocarbon,carbon (ii) oxide,B,Carbon (IV) oxide (CO2) is the most common greenhouse gas in the atmosphere.,jamb|2019,past-question,active
GEO-0483,JAMB,Geography,Settlement Geography,Urban vs rural settlements,medium,2019,,Urban and Rural Settlements are differentiated by their,,population,population and function,function only,function and location,B,Urban and rural settlements are differentiated by both their population and function.,jamb|2019,past-question,active
GEO-0484,JAMB,Geography,Industry,Ruhr industrial region,medium,2019,,The Ruhr coalfield is located in,,Canada,Russia,Germany,USA,C,The Ruhr coalfield is located in Germany.,jamb|2019,past-question,active
GEO-0485,JAMB,Geography,Vegetation,Effects of deforestation,medium,2019,,The exploitation of timber in equatorial Africa causes,,environmental pollution,less rainfall run-off,soil erosion,high cost of foreign products,C,"Exploitation of timber in equatorial Africa causes soil erosion, as tree cover that protects soil is removed.",jamb|2019,past-question,active
GEO-0486,JAMB,Geography,Soils,Soil texture,medium,2019,,Soil texture is determined primarily by,,particle sizes,profile horizons,major components,nutrient status,A,"Soil texture is primarily determined by particle size (proportions of sand, silt, and clay).",jamb|2019,past-question,active
GEO-0487,JAMB,Geography,Population,Irrigation and population density,medium,2019,,A desert country which has high population density supported by irrigation is,,Sudan,Egypt,Kuwait,Namibia,B,"Egypt, though desert, has a high population density supported by irrigation from the Nile.",jamb|2019,past-question,active
GEO-0488,JAMB,Geography,Transportation,Railway gauges,medium,2019,,The speed and capacity of a train are influenced by the,,the edge of the railway line,length of the railway line,width of the railway gauge,depth of the railway line,C,The width of the railway gauge influences a train's speed and carrying capacity.,jamb|2019,past-question,active
GEO-0489,JAMB,Geography,Population,Factors affecting population density,medium,2019,,Which of the following factors may lead to an area being densely populated?,,Rugged mountains,High plateaux,Active volcanoes,Lowland plains,D,Lowland plains tend to attract dense population due to their favourable conditions for settlement and farming.,jamb|2019,past-question,active
GEO-0490,JAMB,Geography,Rocks and Minerals,Classification of sedimentary rocks,medium,2019,,An example of argillaceous rock is,,chalk,shale,graphite,coat,B,Shale is an example of an argillaceous (clay-based) rock.,jamb|2019,past-question,active
GEO-0491,JAMB,Geography,Weather and Climate,Elements of weather,medium,2019,,A weather element controlled mainly by latitude is,,cloud cover,rainfall,temperature,humidity,C,Temperature is a weather element controlled mainly by latitude.,jamb|2019,past-question,active
GEO-0492,JAMB,Geography,Settlement Geography,Shanty towns,medium,2019,,A poor settlement on the edge of a city is known as,,ghetto,shanty town,slum,new town,B,A poor settlement on the edge of a city is known as a shanty town.,jamb|2019,past-question,active
GEO-0493,JAMB,Geography,Practical Geography,Surveying instruments,medium,2019,,"In surveying, the prismatic compass is used to",,"measure accurately, height of points",obtain bearings of features,measure horizontal distances,measure the inclination of features,B,A prismatic compass is used in surveying to obtain the bearings of features.,jamb|2019,past-question,active
GEO-0494,JAMB,Geography,Map Reading and Interpretation,Bearings,medium,2019,,"If M is due west of station N, the bearing of M from N is",,180°,270°,90°,360°,B,"If M is due west of N, the bearing of M from N is 270 degrees.",jamb|2019,past-question,active
GEO-0495,JAMB,Geography,Elementary Statistics for Economics,Pie chart calculations,medium,2019,,"Textile Industry Petroleum Industry Iron and Steel industry Cosmetics Industry Automobile Industry 7.2° 172.8° 115.2° 43.2° 21.6° The table above shows the employment distribution in a town with the share of the different industries depicted in degrees of a pie chart. The total number of workers in the town is 25,000. What is the total number of workers in the petroleum industry?",,"25,000","12,000","3,000","10,000",B,"Petroleum's share = 172.8/360 = 0.48; workers = 0.48 x 25,000 = 12,000.",jamb|2019,past-question,active
GEO-0496,JAMB,Geography,Elementary Statistics for Economics,Pie chart calculations,medium,2019,,"Textile Industry Petroleum Industry Iron and Steel industry Cosmetics Industry Automobile Industry 7.2° 172.8° 115.2° 43.2° 21.6° The table above shows the employment distribution in a town with the share of the different industries depicted in degrees of a pie chart. The total number of workers in the town is 25,000. The proportion of workers in the iron and steel industry, in relation to the number off workers in the town is",,0.32,0.06,0.12,0.26,A,Iron and steel's share = 115.2/360 = 0.32.,jamb|2019,past-question,active
GEO-0497,JAMB,Geography,Weather and Climate,Coastal rainfall anomalies,medium,2019,,The annual rainfall along the coast is less than expected in the equitorial region because of the,,presence of a cold current,configuration of the coastline,high altitude of the area,subsidence of air masses,B,The configuration of the coastline (running parallel to prevailing winds) reduces rainfall along parts of the equatorial coast.,jamb|2019,past-question,active
GEO-0498,JAMB,Geography,Population,Historical urban growth in Nigeria,medium,2019,,Kano is a major population centre in Nigeria because its,,Early religious and economic significance,Conducive climate for groundnut production,Early industrial development,Large population of Hausa-speaking indigenes,A,Kano's growth as a major population centre owes much to its early religious and economic (trade) significance.,jamb|2019,past-question,active
GEO-0499,JAMB,Geography,Vegetation,The Sudd wetland,medium,2019,,The Sudd region has been highly valued for its,,large scale irrigation,mineral deposits,fishing industry,biodiversity,D,The Sudd region is highly valued for its rich biodiversity.,jamb|2019,past-question,active
GEO-0500,JAMB,Geography,Soils,Ferralitic soils,medium,2019,,The ferralitic soils in West Africa are mostly found in the,,Swampy coastline,Forest belt,Desert Environment,Savanna belt,B,Ferralitic soils in West Africa are mostly found in the forest belt.,jamb|2019,past-question,active
GEO-0501,JAMB,Geography,Petroleum Economics,Oil terminals in the Niger Delta,medium,2019,,"A common feature of forcados, Bonny and Eket in the Niger delta is that they are",,Very important fishing ports,Terminal for oil companies,Important for natural gas exports,Export processing zones,B,"Forcados, Bonny, and Eket in the Niger Delta are common as terminals for oil companies.",jamb|2019,past-question,active
GEO-0502,JAMB,Geography,Transportation,Railway towns in Nigeria,medium,2019,,The Nigerian town which owed much of their growth in the 20th century to the development of the railway include,,"Lagos, Minna, Nnewi and Gusau","Lagos, Lokoja, Gusau, Umuahia","Osogbo, Minna, Owerri and Jos","Enugu, Jos, Kaduna, Minna",D,"Enugu, Jos, Kaduna, and Minna owed much of their 20th-century growth to railway development.",jamb|2019,past-question,active
GEO-0503,JAMB,Geography,Agriculture,Sugar plantations in Africa,medium,2019,,Sugar Plantations in Africa are most highly developed in the lowlands of,,the Guinea Coast and Mozambique,the mediterranean seaboard and the Guinea coast,Mozambique and Natal,Natal and Lower Nile,D,Sugar plantations in Africa are most highly developed in the lowlands of Natal and the Lower Nile.,jamb|2019,past-question,active
GEO-0504,JAMB,Geography,Agriculture,Rubber plantations in Africa,medium,2019,,The Harbel Plantation in Liberia is noted for large-scale production of,,oil palm,rubber,cocoa,coffee,B,The Harbel Plantation in Liberia is noted for large-scale rubber production.,jamb|2019,past-question,active
GEO-0505,JAMB,Geography,Weather and Climate,Rainfall regimes,medium,2019,,J F M A M J J A S O N D Temp (°C) 27 28 28 28 27 26 25 26 26 26 27 28 Rainfall (mm) 32.5 52.5 132.5 225.0 270.0 370.5 385.0 295.0 427.5 427.5 110.0 110.0 The regime of the rainfall pattern is,,rainfall throughout the year with single maximum,seasonal rainfall with single maximum,seasonal rainfall with double maxima,rainfall throughout the year with double maxima,D,"The rainfall occurs throughout the year with two peaks (around July and September/October), showing a double-maxima regime.",jamb|2019,past-question,active
GEO-0506,JAMB,Geography,Weather and Climate,Climate stations of Nigeria,medium,2019,,J F M A M J J A S O N D Temp (°C) 27 28 28 28 27 26 25 26 26 26 27 28 Rainfall (mm) 32.5 52.5 132.5 225.0 270.0 370.5 385.0 295.0 427.5 427.5 110.0 110.0 The climatic data above is likely to be that of,,Lokoja,Ibadan,Kaduna,Warri,D,"The high, evenly warm temperatures and heavy year-round rainfall (over 2800mm) suggest this data is for Warri.",jamb|2019,past-question,active
GEO-0507,JAMB,Geography,Rocks and Minerals,Solid minerals of Nigeria,medium,2019,,Some of the solid minerals found in Nigeria are,,"marble, tin and columbite","tin, diamond and bauxite","tin, iron ore and diamond","uranium, lead and iron ore",C,"Tin, iron ore, and diamond are among the solid minerals found in Nigeria.",jamb|2019,past-question,active
GEO-0508,JAMB,Geography,Agriculture,Obudu Plateau,medium,2019,,The obudu plateau of the cross River Basin is economically noted for,,exploitation of forest resources,tea and coffee plantations,cattle ranching and tourism,generation of hydroelectricity,C,The Obudu Plateau is economically noted for cattle ranching and tourism.,jamb|2019,past-question,active
GEO-0509,JAMB,Geography,Population,Population density of world regions,medium,2019,,Which of the following regions has the least population density?,,North-West Europe,Eurasian Tundra,The Nile Valley,North-East USA,B,The Eurasian Tundra has the least population density among these regions due to its harsh cold climate.,jamb|2019,past-question,active
GEO-0510,JAMB,Geography,Agriculture,Dairy farming location,medium,2019,,Dairying is an agricultural practices that is most prevalent,,in lowlands and river valleys,in extensive and undulating regions,in hot and humid regions,around large cities in industrial societies,D,"Dairying is most prevalent around large cities in industrial societies, due to the need for fresh milk close to urban markets.",jamb|2019,past-question,active
GEO-0511,JAMB,Geography,Industry,Japan's industrial development,medium,2019,,The catalyst in the economic development of Japan is its,,extensive coastlines conductive to shipping,fertile soils suitable for agriculture,abundant mineral deposits,large pool of skilled manpower,D,"A large pool of skilled manpower has been a key catalyst in Japan's economic development, given its scarce natural resources.",jamb|2019,past-question,active
GEO-0512,JAMB,Geography,Population,Migration and rural development,medium,2019,,Migration can contribute to solving the problems of rural areas by,,promoting industrialization in the receiving areas,redistributing population from high to low density area,creating job opportunities in the source areas,making rural populations less homogeneous at the source region,B,Migration helps solve rural problems by redistributing population from high-density to low-density areas.,jamb|2019,past-question,active
GEO-0513,JAMB,Geography,Transportation,River transport,medium,2019,,"In river transport, the problem of irregular levels of water can be overcome by",,controlling the current,building locks and canals,changing the direction of flow,clearing the river of water weeds,B,Building locks and canals helps overcome the problem of irregular water levels in river transport.,jamb|2019,past-question,active
GEO-0514,JAMB,Geography,Settlement Geography,Conurbations,medium,2019,,The pair of countries where conurbation is most highly developed is,,Japan and china,Argentina and Australia,USA and England,France and Germany,C,Conurbations are most highly developed in the USA and England.,jamb|2019,past-question,active
GEO-0515,JAMB,Geography,Industry,Location of labour-intensive industries,medium,2019,,Which of the following is most influential in the location of textile and footwear industries?,,Low interest rate,Raw materials,Energy supply,Abundant cheap labor,D,Abundant cheap labour is most influential in the location of textile and footwear industries.,jamb|2019,past-question,active
