question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,option_e,correct_option,explanation,tags,source,status,source_pdf,source_page,pdf_question_number,needs_answer_key,needs_option_review,needs_image_review
MTH-2000-022,JAMB,Mathematics,Past Questions,,medium,2000,,"If a and b are the roots of the equation 3x2 + 5x – 2 =
0, find the value of 1/ + 1/",,-5/2,–2/3,½,5/2,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,52,22,yes,no,no
MTH-2000-023,JAMB,Mathematics,Past Questions,,medium,2000,,"Find the minimum value of the function f( ) = 2/3 –
cos for     2.",,½,2/3,1,2,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,52,23,yes,no,no
MTH-2000-024,JAMB,Mathematics,Past Questions,,medium,2000,,"A frustum of a pyramid with square base has its upper
and lower sections as squares of sizes 2m and 5m
respectively and the distance between them 6m. find
the height of the pyramid from which the frustum
was obtained.",,8.0m,8.4m,9.0m,10.0m,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,52,24,yes,no,no
MTH-2000-025,JAMB,Mathematics,Past Questions,,medium,2000,,"P is a point on one side of the straight line UV and P
moves in the same direction as UV. If the straight
line ST is on the locus of P and  VUS = 500, find 
UST.",,3100,1300,800,500,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,52,25,yes,no,no
MTH-2000-026,JAMB,Mathematics,Past Questions,,medium,2000,,"A ship sails a distance of 50km in the direction S50E
and then sails a distance of 50km in the direction
N400E. find the bearing of the ship from its original
position.",,S900E,N400E,S950E,N850E,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,26,yes,no,no
MTH-2000-027,JAMB,Mathematics,Past Questions,,medium,2000,,"An equilateral triangle of side 3 cm is inscribed in
a circle. Find the radius of the circle.",,2/3cm,2cm,1cm,3cm,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,27,yes,no,no
MTH-2000-028,JAMB,Mathematics,Past Questions,,medium,2000,,"3y = 4x – 1 and Ky = x + 3 are equations of two
straight lines. If the two lines are perpendicular to
each other, find K",,-4/3,–3/4,¾ SD. 4/3,,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,28,yes,yes,no
MTH-2000-029,JAMB,Mathematics,Past Questions,,medium,2000,,"50O
P 30O R
Q
In the diagram above, if  RPS = 500,  RPQ = 300
and PQ = QR, find the value of  PRS",,800,"700
F",600,500,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,29,yes,no,yes
MTH-2000-030,JAMB,Mathematics,Past Questions,,medium,2000,,"O
N
E G
H
In the diagram above, EFGH is a circle center O. FH
is a diameter and GE is a chord which meets FH at
right angle at the point N. if NH = 8 cm and EG = 24
cm, calculate FH.",,16cm,20cm,26cm,32cm,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,30,yes,no,yes
MTH-2000-031,JAMB,Mathematics,Past Questions,,medium,2000,,"If P and Q are fixed points and X is a point which
moves so that XP = XQ, the locus of X is",,a straight line,a circle,the bisector  PXQ,"theperpendicular
bisector of PQ",,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,31,yes,no,no
MTH-2000-032,JAMB,Mathematics,Past Questions,,medium,2000,,"In a regular polygon, each interior angle doubles its
corresponding exterior angle. Find the number of
sides of the polygon.",,87,6,4,3,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,32,yes,no,no
MTH-2000-033,JAMB,Mathematics,Past Questions,,medium,2000,,"A predator moves in a circle of radius 2 centre (0,
0), while a prey moves along the line y = x. if 0 x
2, at which point(s) will they meet?",,"(1, 1) only","(1, 1) and (1, 2)",,,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,33,yes,yes,no
MTH-2000-034,JAMB,Mathematics,Past Questions,,medium,2000,,"y
y= 16
x
If the diagram above is the graph of y=x2, the shaded
area is",,64 square units,128/3 square units,64/3 square units,32 square units,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,34,yes,no,yes
MTH-2000-035,JAMB,Mathematics,Past Questions,,medium,2000,,Find the value of (cos2 – 1/sin2) d,,,"/
0",-/,"
0",,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,35,yes,no,no
MTH-2000-036,JAMB,Mathematics,Past Questions,,medium,2000,,"If y = 2y cos 2x – sin 2x, find dy/dx when x = ë/4",,,– ,/2,– /2,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,36,yes,no,no
MTH-2000-037,JAMB,Mathematics,Past Questions,,medium,2000,,"A bowl is designed by revolving completely the area
enclosed by y = x2 – 1, y= 0, y = 3 and x ³ 0 around
the y-axis. What is the volume of this bowl?",,7  cubic units.,15 /2 cubic units,8  cubic units,17 /2 cubic units.,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,37,yes,no,no
MTH-2000-038,JAMB,Mathematics,Past Questions,,medium,2000,,"If the volume of a hemisphere is increasing at a steady
rate of 8 m3s-1, at what rate is its radius changing
when it is 6m?",,2.50ms-1,2.00ms-1,0.25ms-1,0.20ms-1,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,38,yes,no,no
MTH-2000-039,JAMB,Mathematics,Past Questions,,medium,2000,,"A function f(x) passes through the origin and its first
derivative is 3x + 2. what is f(x)",,y = 3/2x2 + 2x,y = 3/2 x2 + x,y = 3 x2 + x/2,y = 3 x2 + 2x,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,39,yes,no,no
MTH-2000-040,JAMB,Mathematics,Past Questions,,medium,2000,,"The expression ax2 + bx + c equals 5 at x = 1. if its
derivative is 2x + 1, what are the values of a, b, c,
respectively?",,"1, 3, 1","1, 2, 1","2, 1, 1","1, 1, 3",,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,40,yes,no,no
MTH-2000-041,JAMB,Mathematics,Past Questions,,medium,2000,,"X and Y are two events. The probability of X and Y
is 0.7 and the probability of X is 0.4. If X and Y are
independent, find the probability of Y.",,0.30,0.50,0.57,1.80,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,41,yes,no,no
MTH-2000-042,JAMB,Mathematics,Past Questions,,medium,2000,,"If the mean of the numbers 0, x + 2, 3x + 6 and 4x +
8 is 4, find their mean deviation.",,0,2,3,4,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,42,yes,no,no
MTH-2000-043,JAMB,Mathematics,Past Questions,,medium,2000,,"In how many ways can the word MATHEMATICS
be arranged?",,11!/9! 2!,11!/9! 2! 2!,11!/2! 2! 2!,11!/2! 2!,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,53,43,yes,no,no
MTH-2000-044,JAMB,Mathematics,Past Questions,,medium,2000,,"A dice is rolled 240 times and the result depicted in
the table above. If a pie chart is constructed to
represent the data, the angle corresponding to 4 is",,100,160,400,600,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,44,yes,no,yes
MTH-2000-045,JAMB,Mathematics,Past Questions,,medium,2000,,"If U = {x : x is an integer and {1  x  20}
E = {x : x is a multiple of 3}
1
E = {x : x is a multiple of 4}
2
And an integer is picked at random from U, find the
probability that it is not in E
2",,¾,3/10,¼,1/20,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,45,yes,no,no
MTH-2000-046,JAMB,Mathematics,Past Questions,,medium,2000,,"The cumulative frequency curve above represents
the ages of students in a school. Which are group
do 70% of the students belong?",,15.5 – 18.5,15.5 – 19.5,16.5 – 19.5,17.5 – 20.5,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,46,yes,no,no
MTH-2000-047,JAMB,Mathematics,Past Questions,,medium,2000,,"The variance of x, 2x, 3x 4x and 5x is",,x2,2x2,x2,3x,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,47,yes,no,no
MTH-2000-048,JAMB,Mathematics,Past Questions,,medium,2000,,"Find the sum of the range and the mode of the set of
numbers 10, 5, 10, 9, 8, 7, 7, 10, 8, 10, 8, 4, 6, 9, 10,
9, 10, 9, 7, 10, 6, 5",,16,14,12,10,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,48,yes,no,no
MTH-2000-049,JAMB,Mathematics,Past Questions,,medium,2000,,"In how many ways can a delegation of 3 be chosen
from among 5 men and 3 women, if at least one man
at least one woman must be included?",,15,28,30,45,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,49,yes,no,no
MTH-2000-050,JAMB,Mathematics,Past Questions,,medium,2000,,"No . Of
Pupils
The table above shows the frequency distribution of
the ages (in years) of pupils in a certain secondary
school. What percentage of the total number of pupils
is over 15 years but less than 21 years?",,35%,45%,50%,60%,,,,mathematics|jamb|2000|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,50,yes,no,no
MTH-2001-001,JAMB,Mathematics,Past Questions,,medium,2001,,"Find the principal which amounts to #5,000 at simple
interest in 5 years at 2% per annum",,#5000,#4900,#4800,#4700,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,1,yes,no,no
MTH-2001-002,JAMB,Mathematics,Past Questions,,medium,2001,,"A car dealer bought a second-hand car for
#250,000.00 and spent #70 000.00 refurbishing it.
He then sold the car for #400 000.00. what is the
percentage gain?",,20%,25%,32%,60%,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,2,yes,no,no
MTH-2001-003,JAMB,Mathematics,Past Questions,,medium,2001,,"Evaluate 21.05347 – 1.6324 x 0.43, to 3 decimal
places.",,20.351,20.352,20.980,20.981,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,3,yes,no,no
MTH-2001-004,JAMB,Mathematics,Past Questions,,medium,2001,,"Evaluate (0.14)2 x 0.275)/7(0.02) correct to 3 decimal
places",,0.033,0.039,0.308,0.358,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,4,yes,no,no
MTH-2001-005,JAMB,Mathematics,Past Questions,,medium,2001,,"Given that p = 1 + 2 and q = 1 - 2, evaluate (p2 –
q2)/2pq",,-2(2 + 2 ),2(2 + 2),-22,22,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,5,yes,no,no
MTH-2001-006,JAMB,Mathematics,Past Questions,,medium,2001,,"If y/2 = x, evaluate
(x3/y3 + 1/2) + (1/2 – x2/y2)",,5/16,5/8,5/4,5/2,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,6,yes,no,no
MTH-2001-007,JAMB,Mathematics,Past Questions,,medium,2001,,Simplify (364a3)-3,,8a,4a,1/4a,1/4a,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,7,yes,no,no
MTH-2001-008,JAMB,Mathematics,Past Questions,,medium,2001,,Factorize 4x2 – 9y2 + 20x + 25,,(2x – 3y)(2x + 3y),(2x + 5)(2x – 9y+ 5),(2x – 3y + 5)(2x – 3y - 5),(2x – 3y)(2x + 3y + 5),,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,8,yes,no,no
MTH-2001-009,JAMB,Mathematics,Past Questions,,medium,2001,,"If tow graphs y = px2 and y = 2x2 – 1 intersect at x =
2, find the value of p in terms of q",,(7 + q)/8,(8 – q)/2,(q – 8)/7,7 / (q –1),,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,9,yes,no,no
MTH-2001-010,JAMB,Mathematics,Past Questions,,medium,2001,,Solve the equations: m2 + n2 = 29;m + n = 7,,"(5, 2) and (5, 3)","(5, 3) and (3, 5)","(2, 3) and (3, 5)","(2, 5) and (5, 2)",,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,10,yes,no,no
MTH-2001-011,JAMB,Mathematics,Past Questions,,medium,2001,,"Divide a3x – 26a2x + 156ax – 216
bya2x – 24ax + 108",,,,,,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,54,11,yes,yes,no
MTH-2001-012,JAMB,Mathematics,Past Questions,,medium,2001,,"Find the integral values of x and y satisfying the
inequality 3y + 5x £ 15, given that y > 0, y< 3 and
x > 0.",,"(1, 1), (2, 1),(1, 3)","(1, 1), (1, 2),(1, 3)","(1, 1), (1, 2), (2, 1)","(1, 1), (3, 1), (2, 2)
y",,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,12,yes,no,no
MTH-2001-013,JAMB,Mathematics,Past Questions,,medium,2001,,"1
P
-2 T x
S -1
-2
Triangle SPT is the solution of the linear inequalities",,"2y – x – 2  0, y + 2x + 2  0, x  0","2y – x – 2  0, y + 2x + 2  0,  0","2y – x – 2  0, y + 2x + 2  0,  0, x  -1","-2y < x  2  0, y + 2x + 2  0,  0",,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,13,yes,no,no
MTH-2001-014,JAMB,Mathematics,Past Questions,,medium,2001,,". The sixth term of an arithmetic progression is half of
its twelfth term. The first term is equal to",,half of the common difference,double of the common difference,the common difference,zero,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,14,yes,no,no
MTH-2001-015,JAMB,Mathematics,Past Questions,,medium,2001,,"A man saves #100.00 in his first year of work and
each year saves #20.00 more than in the preceding
year. In how many years will he save #580.00",,20 years,29 years,58 years,100 years,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,15,yes,no,no
MTH-2001-016,JAMB,Mathematics,Past Questions,,medium,2001,,"An operation * is defined on the set of real numbers
by a*b = a + b + 1. if the identity elements is -1, find
the inverse of the element 2 under.",,-4,2,0,4,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,16,yes,no,no
MTH-2001-017,JAMB,Mathematics,Past Questions,,medium,2001,,"x k l m
k l m k
l m k l
m k l m
The identity element with respect to the
multiplication shown in the table above is",,k,l,m,o,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,17,yes,no,no
MTH-2001-018,JAMB,Mathematics,Past Questions,,medium,2001,,"Given that matrix k = (2, 1) the matrix
(3, 4)
k2 + k + 1, where I is the 2 x 2 identity matrix, is",,"(9, 8 )","(10, 7)
(22, 23) (21, 24)","(7, 2)","(6, 3)
(12, 21) (13, 20)",,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,18,yes,no,no
MTH-2001-019,JAMB,Mathematics,Past Questions,,medium,2001,,"Evaluate -1 -1 -1
3 1 1
1 2 1",,4,–2,–4,–12,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,19,yes,no,no
MTH-2001-020,JAMB,Mathematics,Past Questions,,medium,2001,,"If P = 3 -3 4 then -2p is
5 0 6
1 2 1
)",,"-6, 4, -8 B -6, 4, -8
5, 0, 6 -10, 0, 6
7, 5, -1 -14, 5, -1",,"-6, -4, 2 D -6, 4, -8
-10, -2, -12 -10, 0, -12
-14, 10, 2 -14, 40, 2",,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,20,yes,yes,no
MTH-2001-021,JAMB,Mathematics,Past Questions,,medium,2001,,"Find the number of sides of a regular polygon whose
interior angle is twice the exterior angle",,2,3,6,"8
S",,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,21,yes,no,no
MTH-2001-022,JAMB,Mathematics,Past Questions,,medium,2001,,"T
75O
25O
P R
Q
In the figure above, PQR is a straight line segment,
PQ = QT. Triangle PQT is an isosceles triangle, <
SRQ is 750 and < QPT = 250. calculate the value of <
RST.",,250,450,500,550,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,22,yes,no,yes
MTH-2001-023,JAMB,Mathematics,Past Questions,,medium,2001,,"A cylindrical tank has a capacity of 3080m3. what is
the depth of the tank if the diameter of its base is
14m?",,20m,22m,23m,25m,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,23,yes,no,no
MTH-2001-024,JAMB,Mathematics,Past Questions,,medium,2001,,"A sector of a circle of radius 7.2 cm which subtends
an angle 3000 at the centre is used to form a cone.
What is the radius of the base of the cone?",,6cm,7cm,8cm,9cm,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,24,yes,no,no
MTH-2001-025,JAMB,Mathematics,Past Questions,,medium,2001,,"The chord ST of a circle is equal to the radius, r of
the circle. Find the length of arc ST.",,r/2,r/3,r/6,r/12,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,25,yes,no,no
MTH-2001-026,JAMB,Mathematics,Past Questions,,medium,2001,,"A point P moves such that it is equidistant from the
points Q and R. find QR when PR = 8cm and < PRQ
= 300",,4cm,43cm,8cm,83cm,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,26,yes,no,no
MTH-2001-027,JAMB,Mathematics,Past Questions,,medium,2001,,"Find the locus of a point which moves such that its
distance from the line y = 4 is a constant, k.",,y = 4 + k,y = k – 4,y = k ± 4,y = 4 ± k,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,27,yes,no,no
MTH-2001-028,JAMB,Mathematics,Past Questions,,medium,2001,,"A straight line makes an angle of 300 with the positive
x-axis and cuts the y-axis at y = 5. find the equation
of the straight line.",,,,,,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,55,28,yes,yes,no
MTH-2001-029,JAMB,Mathematics,Past Questions,,medium,2001,,"P(-6, 1) and Q(6, 6) are the two ends of the diameter
of a given circle. Calculate the radius",,3.5 units,6.5 units,7.0 units,13.0 units,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,29,yes,no,no
MTH-2001-030,JAMB,Mathematics,Past Questions,,medium,2001,,"Find the value of p if the line joining (p, 4) and (6, -",,,,,,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,30,yes,yes,no
MTH-2001-031,JAMB,Mathematics,Past Questions,,medium,2001,,"The bearing of P and Q from a common point N are
0200 and 3000 respectively. If P and Q are also
equidistant from N, find the bearing of P from Q.",,3200,2800,0700,0400,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,31,yes,no,no
MTH-2001-032,JAMB,Mathematics,Past Questions,,medium,2001,,"0
t t
3t
Find the value of q in the diagram above.",,300,600,1000,"1200
Differentiate (2x + 5)2(x - 4) with respect to x",,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,32,yes,no,yes
MTH-2001-034,JAMB,Mathematics,Past Questions,,medium,2001,,"If y = x sin x, find dy/dx when x = /2",,/2,1,–1,/-2,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,34,yes,no,no
MTH-2001-035,JAMB,Mathematics,Past Questions,,medium,2001,,"If the gradient of the curve
y = 2kx2 + x + 1 at x = 1 find k",,1,2,3,4,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,35,yes,no,no
MTH-2001-036,JAMB,Mathematics,Past Questions,,medium,2001,,"Find the rate of change of the volume V of a sphere
with respect to its radius r when r = 1",,4,8,12,24,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,36,yes,no,no
MTH-2001-037,JAMB,Mathematics,Past Questions,,medium,2001,,"Find the dimensions of the rectangle of greatest area
which has a fixed perimeter p.",,Square of sides p/4,Square of sides p/2,Square of sides p,Square of sides 2p,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,37,yes,no,no
MTH-2001-038,JAMB,Mathematics,Past Questions,,medium,2001,,Evaluate 2(2x - 3)2/3 dx,,2x – 3 + k,2(2x - 3) + k,6/5(2x - 3)5/3 + k,3/5(2x - 3)5/3 + k,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,38,yes,no,no
MTH-2001-039,JAMB,Mathematics,Past Questions,,medium,2001,,"Find the area bounded by the curves
y = 4 – x2",,101/ sq. units,102/ sq. units,201/ 3 sq. units,"202/ 3 sq. units
3 3",,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,39,yes,no,no
MTH-2001-040,JAMB,Mathematics,Past Questions,,medium,2001,,"No . of cars 8
7
6
5
4
3
2
1
w o lle Y e tih W d e R n ee r G e u lB k c a lB
Color of cars
The bar chart above shows different colours of cars
passing a particular point of a certain street in two
minutes. What fraction of the total number of cars is
yellow?",,4/15,1/5,3/25,2/25,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,40,yes,no,yes
MTH-2001-041,JAMB,Mathematics,Past Questions,,medium,2001,,"No . of taxis 8
7
6
5
4
3
2
1
0 5 5 5 5 5 5 5
.0 .2 .4 .6 .8 .0
1
.2
1
No . of passengers
The histogram above shows the distribution of
passengers in taxis of a certain motor park. How many
taxis have more than 4 passenger?",,14,15,16,"17
Using the table below to answer questions 42 and 43
Score 4 7 8 11 13 8
Frequency 3 5 2 7 2 1",,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,41,yes,no,yes
MTH-2001-042,JAMB,Mathematics,Past Questions,,medium,2001,,Find the square of the mode,,25,49,64,121,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,42,yes,no,no
MTH-2001-043,JAMB,Mathematics,Past Questions,,medium,2001,,The mean score is,,11.0,9.5,8.7,7.0,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,43,yes,no,no
MTH-2001-044,JAMB,Mathematics,Past Questions,,medium,2001,,"Find the range of 1/6, 1/3, 3/2, 2/3, 8/9 and 4/3",,4/3,7/6,5/6,¾,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,44,yes,no,no
MTH-2001-045,JAMB,Mathematics,Past Questions,,medium,2001,,"Find the variance of 2, 6, 8, 6, 2 and 6",,5,6,5,6,,,,mathematics|jamb|2001|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,56,45,yes,no,no
